AREA_NAME,YEAR,GROUP_NAME,SUB_GROUP_NAME,AUTO_THEFT_COORDINATED_TRACED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
Madhya Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,103.0,287
Maharashtra,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,152.0,225
Manipur,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,5
Meghalaya,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,5
Mizoram,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,2
Nagaland,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,8.0,19
Odisha,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,27.0,32.0,199
Puducherry,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,4.0,4
Punjab,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,42.0,58
Rajasthan,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,39.0,59
Tamil Nadu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,135.0,178
Tripura,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Uttar Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,58.0,109
Uttarakhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,2
West Bengal,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,43.0,103
Andaman & Nicobar Islands,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Andhra Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,43.0,196.0,478
Arunachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,49
Bihar,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,14.0,32
Chandigarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,2
Chhattisgarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,20.0,276
Dadra & Nagar Haveli,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Daman & Diu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Delhi,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,33.0,186.0,571
Gujarat,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,49.0,116.0,367
Haryana,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,127.0,349
Himachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,5
Jammu & Kashmir,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,30.0,69
Jharkhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,8.0,19
Karnataka,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,145.0,334
Kerala,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,14.0,62
Madhya Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,98.0,191
Maharashtra,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,59.0,103
Manipur,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,4
Meghalaya,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,5
Mizoram,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,5.0,5
Nagaland,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,12
Odisha,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,73.0,254
Puducherry,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,2
Punjab,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,7.0,24.0,43
Rajasthan,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,13.0,36
Tamil Nadu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,34.0,52.0,60
Uttar Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,47.0,114
Uttarakhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,4.0,18
West Bengal,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,78.0,122
Andaman & Nicobar Islands,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Andhra Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,273.0,439
Arunachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,26.0,71
Bihar,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,16.0,53
Chandigarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,4.0,12
Chhattisgarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,64.0,129
Dadra & Nagar Haveli,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,4.0,4
Delhi,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,448.0,458
Goa,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Gujarat,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,90.0,175
Haryana,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,38.0,96
Himachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,11
Jammu & Kashmir,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,18.0,80
Jharkhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,14.0,17
Karnataka,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,106.0,219
Kerala,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Madhya Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,19.0,108.0,205
Maharashtra,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,75.0,152
Manipur,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Meghalaya,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,4
Mizoram,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Nagaland,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,4.0,48
Odisha,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,15.0,48
Puducherry,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,2
Punjab,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,31.0,59
Rajasthan,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,13.0,30
Sikkim,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,3
Tamil Nadu,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,176.0,184.0,201
Uttar Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,57.0,126
Uttarakhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,7
West Bengal,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,70.0,318
Andaman & Nicobar Islands,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Andhra Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,152.0,399
Arunachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,24
Bihar,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,62
Chandigarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,6
Chhattisgarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,73.0,110
Daman & Diu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,5
Delhi,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,17.0,412.0,536
Gujarat,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,64.0,180
Haryana,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,112.0,233
Himachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,13.0,16
Jammu & Kashmir,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,20.0,43
Jharkhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,36
Karnataka,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,110.0,224
Kerala,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,50.0,164
Madhya Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,131.0,256
Maharashtra,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,28.0,80.0,287
Manipur,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Meghalaya,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,4
Mizoram,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Nagaland,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,2.0,7
Odisha,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,8.0,43
Puducherry,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,2
Punjab,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,26.0,59
Rajasthan,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,20.0,61
Tamil Nadu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,184.0,189.0,357
Tripura,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,2
Uttar Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,42.0,110
Uttarakhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,8.0,72
West Bengal,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,11.0,81
Andaman & Nicobar Islands,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Andhra Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,241.0,435
Arunachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,69.0,210
Bihar,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,12.0,268
Chandigarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,8
Chhattisgarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,5.0,47.0,129
Delhi,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,476.0,540
Goa,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,,2
Gujarat,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,78.0,274
Haryana,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,111.0,236
Himachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,15.0,32
Jammu & Kashmir,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,79.0,191
Jharkhand,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,12
Karnataka,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,193.0,618
Kerala,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,52.0,152
Madhya Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,189.0,496
Maharashtra,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,80.0,145
Manipur,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,7
Meghalaya,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,13
Mizoram,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,5
Nagaland,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,25.0,61
Odisha,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,10.0,61
Puducherry,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,2
Punjab,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,28.0,39.0,75
Rajasthan,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,36.0,111
Tamil Nadu,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,69.0,72.0,77
Tripura,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Uttar Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,75.0,202
Uttarakhand,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,4.0,12
West Bengal,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,18.0,68
Andhra Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,168.0,349
Arunachal Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,218.0,848
Bihar,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,37.0,456
Chandigarh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,5
Chhattisgarh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,58.0,150
Delhi,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,457.0,457
Gujarat,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,22.0,60.0,204
Haryana,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,27.0,149.0,325
Himachal Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,5.0,7
Jammu & Kashmir,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,49.0,139
Jharkhand,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,,20.0,123
Karnataka,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,209.0,558
Kerala,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,,44.0,96
Madhya Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,21.0,140.0,343
Maharashtra,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,147.0,36.0,98
Manipur,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,29
Meghalaya,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,21
Mizoram,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,4
Nagaland,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,60
Odisha,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,24.0,96
Puducherry,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,,3.0,3
Punjab,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,40.0,96.0,213
Rajasthan,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,44.0,110
Tamil Nadu,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,138.0,149.0,181
Tripura,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1
Uttar Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,93.0,258
Uttarakhand,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,4
West Bengal,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,21.0,118
Andhra Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,309.0,531
Arunachal Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,69.0,88
Bihar,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,19.0,92
Chandigarh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,1
Chhattisgarh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,32.0,68
Dadra & Nagar Haveli,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,2
Delhi,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,168.0,86.0,514
Goa,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,,2
Gujarat,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,21.0,129.0,305
Haryana,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,88.0,241
Himachal Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,9.0,27
Jammu & Kashmir,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,35.0,78
Jharkhand,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,9.0,22
Karnataka,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,214.0,774
Kerala,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,73.0,157
Madhya Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,173.0,487
Maharashtra,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,52.0,134.0,253
Manipur,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,6
Meghalaya,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,6.0,23
Mizoram,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,3
Nagaland,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,33
Odisha,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,33.0,67
Puducherry,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,4.0,5
Punjab,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,30.0,35.0,86
Rajasthan,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,66.0,195
Tamil Nadu,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,41.0,49.0,58
Tripura,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,8.0,8
Uttar Pradesh,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,19.0,76.0,219
Uttarakhand,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,8
West Bengal,2008,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,25.0,125
Andhra Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,332.0,482
Arunachal Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Assam,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,2.0,106
Bihar,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,24.0,173
Chandigarh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,1
Chhattisgarh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,31.0,70
Dadra & Nagar Haveli,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,,,3
Delhi,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,118.0,465
Goa,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,1
Gujarat,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,23.0,128.0,457
Haryana,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,36.0,152.0,431
Himachal Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,6.0,15
Jammu & Kashmir,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,22.0,45
Jharkhand,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,,0.0,0
Karnataka,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,59.0,87.0,217
Kerala,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,51.0,136
Madhya Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,192.0,454
Maharashtra,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,94.0,179.0,250
Manipur,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,16
Meghalaya,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,5.0,15
Mizoram,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,27.0,27.0,36
Nagaland,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,,4.0,17
Odisha,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,20.0,61
Puducherry,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,2.0,3
Punjab,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,6.0,39.0,97
Rajasthan,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,50.0,153
Tamil Nadu,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,57.0,62.0,80
Tripura,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Uttar Pradesh,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,93.0,291
Uttarakhand,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,,3.0,11
West Bengal,2009,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,31.0,144
Andaman & Nicobar Islands,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Andhra Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,34.0,562.0,624
Arunachal Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,1
Assam,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,5.0,3.0,26
Bihar,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,,20.0,309
Chandigarh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0
Chhattisgarh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,43.0,139
Delhi,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,64.0,458
Goa,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,1
Gujarat,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,123.0,461
Haryana,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,45.0,160.0,435
Himachal Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,17.0,36
Jammu & Kashmir,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,27.0,74
Jharkhand,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,13.0,48
Karnataka,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,6.0,177.0,503
Kerala,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,52.0,94
Madhya Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,17.0,139.0,410
Maharashtra,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,51.0,113.0,261
Manipur,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,3
Meghalaya,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,8
Mizoram,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,9.0,13
Nagaland,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,6.0,51
Odisha,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,45.0,148
Puducherry,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,1
Punjab,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,26.0,88.0,87
Rajasthan,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,37.0,128.0,169
Tamil Nadu,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,54.0,92.0,114
Tripura,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,3
Uttar Pradesh,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,84.0,320
Uttarakhand,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,,4.0,12
West Bengal,2010,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,48.0,308
Andaman & Nicobar Islands,2001,AT6-Total,6. Total (Sum of 1-5 Above),,4.0,4
Andhra Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),179.0,1480.0,3115
Arunachal Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,27.0,36
Assam,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,149.0,438
Bihar,2001,AT6-Total,6. Total (Sum of 1-5 Above),51.0,250.0,1136
Chandigarh,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,200.0,494
Chhattisgarh,2001,AT6-Total,6. Total (Sum of 1-5 Above),26.0,415.0,942
Dadra & Nagar Haveli,2001,AT6-Total,6. Total (Sum of 1-5 Above),,5.0,15
Delhi,2001,AT6-Total,6. Total (Sum of 1-5 Above),192.0,2050.0,7981
Goa,2001,AT6-Total,6. Total (Sum of 1-5 Above),11.0,86.0,178
Gujarat,2001,AT6-Total,6. Total (Sum of 1-5 Above),473.0,1590.0,5537
Haryana,2001,AT6-Total,6. Total (Sum of 1-5 Above),79.0,1510.0,3120
Himachal Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),12.0,98.0,145
Jammu & Kashmir,2001,AT6-Total,6. Total (Sum of 1-5 Above),1.0,137.0,633
Jharkhand,2001,AT6-Total,6. Total (Sum of 1-5 Above),15.0,48.0,239
Karnataka,2001,AT6-Total,6. Total (Sum of 1-5 Above),251.0,1248.0,3863
Kerala,2001,AT6-Total,6. Total (Sum of 1-5 Above),70.0,513.0,1795
Madhya Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),,1267.0,4323
Maharashtra,2001,AT6-Total,6. Total (Sum of 1-5 Above),1200.0,2942.0,8887
Manipur,2001,AT6-Total,6. Total (Sum of 1-5 Above),,7.0,71
Meghalaya,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,17.0,57
Mizoram,2001,AT6-Total,6. Total (Sum of 1-5 Above),4.0,18.0,20
Nagaland,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,30.0,119
Odisha,2001,AT6-Total,6. Total (Sum of 1-5 Above),22.0,344.0,1011
Puducherry,2001,AT6-Total,6. Total (Sum of 1-5 Above),137.0,137.0,284
Punjab,2001,AT6-Total,6. Total (Sum of 1-5 Above),243.0,491.0,1270
Rajasthan,2001,AT6-Total,6. Total (Sum of 1-5 Above),78.0,903.0,4039
Sikkim,2001,AT6-Total,6. Total (Sum of 1-5 Above),2.0,4.0,6
Tamil Nadu,2001,AT6-Total,6. Total (Sum of 1-5 Above),0.0,2758.0,4260
Tripura,2001,AT6-Total,6. Total (Sum of 1-5 Above),,3.0,10
Uttar Pradesh,2001,AT6-Total,6. Total (Sum of 1-5 Above),35.0,1177.0,5790
Uttarakhand,2001,AT6-Total,6. Total (Sum of 1-5 Above),,95.0,374
West Bengal,2001,AT6-Total,6. Total (Sum of 1-5 Above),16.0,791.0,2579
Andaman & Nicobar Islands,2002,AT6-Total,6. Total (Sum of 1-5 Above),1.0,1.0,2
Andhra Pradesh,2002,AT6-Total,6. Total (Sum of 1-5 Above),13.0,1701.0,3450
Arunachal Pradesh,2002,AT6-Total,6. Total (Sum of 1-5 Above),,21.0,51
Assam,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,170.0,680
Bihar,2002,AT6-Total,6. Total (Sum of 1-5 Above),19.0,268.0,1148
Chandigarh,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,230.0,617
Chhattisgarh,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,321.0,1126
Dadra & Nagar Haveli,2002,AT6-Total,6. Total (Sum of 1-5 Above),,20.0,37
Daman & Diu,2002,AT6-Total,6. Total (Sum of 1-5 Above),0.0,19.0,36
Delhi,2002,AT6-Total,6. Total (Sum of 1-5 Above),258.0,1706.0,7604
Goa,2002,AT6-Total,6. Total (Sum of 1-5 Above),1.0,41.0,151
